id,number,root_word,transliteration,pronunciation,tvm,entry
1775,H1775,&#1491;&#1468;&#1497;&#1502;&#1493;&#1503;,d&#305;&#770;ymo&#770;n,dee-mne',,"Perhaps for H1769; <i>Dimon</i>, a place in Palestine: - Dimon."
1776,H1776,&#1491;&#1468;&#1497;&#1502;&#1493;&#1504;&#1492;,d&#305;&#770;ymo&#770;na&#770;h,dee-mo-naw',,"Feminine of H1775; <i>Dimonah</i>, a place in Palestine: - Dimonah."
1777,H1777,&#1491;&#1468;&#1497;&#1503; &#1491;&#1468;&#1493;&#1468;&#1503;,d&#305;&#770;yn  du&#770;n,"deen, doon",,"A primitive root (compare H113); to <i>rule</i> ; by implication to <i>judge</i>  (as umpire); also to <i>strive</i>  (as at law): - contend, execute (judgment), judge, minister judgment, plead (the cause), at strife, strive."
1778,H1778,&#1491;&#1468;&#1497;&#1503;,d&#305;&#770;yn,deen,,(Chaldee); corresponding to H1777; to <i>judge: - </i> judge.
1779,H1779,&#1491;&#1468;&#1497;&#1503; &#1491;&#1468;&#1493;&#1468;&#1503;,d&#305;&#770;yn  du&#770;n,"deen, doon",,"From H1777; <i>judgment</i>  (the suit, justice, sentence or tribunal); by implication also <i>strife: - </i> cause, judgment, plea, strife."
1780,H1780,&#1491;&#1468;&#1497;&#1503;,d&#305;&#770;yn,deen,,(Chaldee); corresponding to H1779: - judgment.
1781,H1781,&#1491;&#1468;&#1497;&#1468;&#1503;,daya&#770;n,dah-yawn',,From H1777; a <i>judge</i>  or <i>advocate: - </i> judge.
1782,H1782,&#1491;&#1468;&#1497;&#1468;&#1503;,daya&#770;n,dah-yawn',,(Chaldee); corresponding to H1781: - judge.
1783,H1783,&#1491;&#1468;&#1497;&#1504;&#1492;,d&#305;&#770;yna&#770;h,dee-naw',,"Feminine of H1779; <i>justice</i> ; <i>Dinah</i>, the daughter of Jacob: - Dinah."
1784,H1784,&#1491;&#1468;&#1497;&#1504;&#1497;,d&#305;&#770;ynay,dee-nah'ee,,(Chaldee); patrial from an uncertain primitive; a <i>Dinaite</i>  or inhabitant of some unknown Assyrian province: - Dinaite.
1785,H1785,&#1491;&#1468;&#1497;&#1511;,da&#770;ye&#770;q,daw-yake',,From a root corresponding to H1751; a <i>battering</i>  tower: - fort.
1786,H1786,&#1491;&#1468;&#1497;&#1513;&#1473;,dayish,dah'-yish,,From H1758; <i>threshing</i>  time: - threshing.
1787,H1787,&#1491;&#1468;&#1497;&#1513;&#1473;&#1493;&#1503; &#1491;&#1468;&#1497;&#1513;&#1473;&#1503; &#1491;&#1468;&#1513;&#1473;&#1493;&#1503; &#1491;&#1468;&#1513;&#1473;&#1503;,d&#305;&#770;ysho&#770;n  d&#305;&#770;ysho&#770;n  disho&#770;n  disho&#770;n,dee-shone' (all),,"The same as H1788; <i>Dishon</i>, the name of two Edomites: - Dishon."
1788,H1788,&#1491;&#1468;&#1497;&#1513;&#1473;&#1503;,d&#305;&#770;ysho&#770;n,dee-shone',,"From H1758; the <i>leaper</i>, that is, an <i>antelope: - </i> pygarg."
1789,H1789,&#1491;&#1468;&#1497;&#1513;&#1473;&#1503;,d&#305;&#770;ysha&#770;n,dee-shawn',,"Another form of H1787; <i>Dishan</i>, an Edomite: - Dishan, Dishon."
1790,H1790,&#1491;&#1468;&#1498;,dak,dak,,"From an unused root (compare H1794); <i>crushed</i>, that is, (figuratively) <i>injured: - </i> afflicted, oppressed."
1791,H1791,&#1491;&#1468;&#1498; &#1491;&#1468;&#1498;,de&#770;k  da&#770;k,"dake, dawk",,"(Chaldee); prolonged from H1668; <i>this: - </i> the same, this."
1792,H1792,&#1491;&#1468;&#1499;&#1488;,da&#770;ka&#770;',daw-kaw',,"A primitive root (compare H1794) to <i>crumble</i> ; transitively to <i>bruise</i>  (literally or figuratively): - beat to pieces, break (in pieces), bruise, contrite, crush, destroy, humble, oppress, smite."
1793,H1793,&#1491;&#1468;&#1499;&#1468;&#1488;,dakka&#770;',dak-kaw',,"From H1792; <i>crushed</i>  (literally <i>powder</i>, or figuratively <i>contrite</i>): - contrite, destruction."
1794,H1794,&#1491;&#1468;&#1499;&#1492;,da&#770;ka&#770;h,daw-kaw',,"A primitive root (compare H1790, H1792); to <i>collapse</i>  (physically or mentally): - break (sore), contrite, crouch."
1795,H1795,&#1491;&#1468;&#1499;&#1468;&#1492;,dakka&#770;h,dak-kaw',,From H1794 like H1793; <i>mutilated: - </i>  + wounded.
1796,H1796,&#1491;&#1468;&#1499;&#1497;,do&#774;k&#305;&#770;y,dok-ee',,From H1794; a <i>dashing</i>  of surf: - wave.
1797,H1797,&#1491;&#1468;&#1499;&#1468;&#1503;,dikke&#770;n,dik-kane',,"(Chaldee); prolonged from H1791; <i>this: - </i> same, that, this."
1798,H1798,&#1491;&#1468;&#1499;&#1512;,dekar,dek-ar',,"(Chaldee); corresponding to H2145; properly a <i>male</i>, i. e of sheep: - ram."
1799,H1799,&#1491;&#1468;&#1499;&#1512;&#1493;&#1503; &#1491;&#1468;&#1499;&#1512;&#1503;,dikro&#770;n  dokra&#770;n,"dik-rone', dok-rawn'",,(Chaldee); corresponding to H2146; a <i>register: - </i> record.
1800,H1800,&#1491;&#1468;&#1500;,dal,dal,,"From H1809; properly <i>dangling</i>, that is, (by implication) <i>weak</i>  or <i>thin: - </i> lean, needy, poor (man), weaker."
1801,H1801,&#1491;&#1468;&#1500;&#1490;,da&#770;lag,daw-lag',,A primitive root; to <i>spring: - </i> leap.
1802,H1802,&#1491;&#1468;&#1500;&#1492;,da&#770;la&#770;h,daw-law',,"A primitive root (compare H1809); properly to <i>dangle</i>, that is, to <i>let down</i>  a bucket (for <i>drawing</i>  out water); figuratively to <i>deliver: - </i> draw (out), X enough, lift up."
1803,H1803,&#1491;&#1468;&#1500;&#1468;&#1492;,dalla&#770;h,dal-law',,"From H1802; properly something <i>dangling</i>, that is, a loose <i>thread</i>  or <i>hair</i> ; figuratively <i>indigent: - </i> hair, pining sickness, poor (-est sort)."
1804,H1804,&#1491;&#1468;&#1500;&#1495;,da&#770;lach,daw-lakh',,A primitive root; to <i>roil</i>  water: - trouble.
1805,H1805,&#1491;&#1468;&#1500;&#1497; &#1491;&#1468;&#1500;&#1497;,del&#305;&#770;y  do&#774;l&#305;&#770;y,"del-ee', dol-ee'",,From H1802; a <i>pail</i>  or <i>jar</i>  (for <i>drawing</i>  water): - bucket.
1806,H1806,&#1491;&#1468;&#1500;&#1497;&#1492; &#1491;&#1468;&#1500;&#1497;&#1492;&#1493;&#1468;,dela&#770;ya&#770;h  dela&#770;ya&#770;hu&#770;,"del-aw-yaw', del-aw-yaw'-hoo",,"From H1802 adn H3050; <i>Jah has delivered</i> ; <i>Delajah</i>, the name of five Israelites: - Dalaiah, Delaiah."
1807,H1807,&#1491;&#1468;&#1500;&#1497;&#1500;&#1492;,del&#305;&#770;yla&#770;h,del-ee-law',,"From H1809; <i>languishing: - </i> Delilah, a Philistine woman: - Delilah."
1808,H1808,&#1491;&#1468;&#1500;&#1497;&#1468;&#1492;,da&#770;l&#305;&#770;ya&#770;h,daw-lee-yaw',,"From H1802; something <i>dangling</i>, that is, a <i>bough: - </i> branch."
1809,H1809,&#1491;&#1468;&#1500;&#1500;,da&#770;lal,daw-lal',,"A primitive root (compare H1802); to <i>slacken</i>  or <i>be feeble</i> ; figuratively to <i>be oppressed: - </i> bring low, dry up, be emptied, be not equal, fail, be impoverished, be made thin."
1810,H1810,&#1491;&#1468;&#1500;&#1506;&#1503;,dil&#8219;a&#770;n,dil-awn',,"Of uncertain derivation; <i>Dilan</i>, a place in Palestine: - Dilean."
1811,H1811,&#1491;&#1468;&#1500;&#1507;,da&#770;laph,daw-laf',,"A primitive root; to <i>drip</i> ; by implication to <i>weep: - </i> drop through, melt, pour out."
1812,H1812,&#1491;&#1468;&#1500;&#1507;,deleph,deh'-lef,,From H1811; a <i>dripping: - </i> dropping.
1813,H1813,&#1491;&#1468;&#1500;&#1508;&#1493;&#1503;,dalpho&#770;n,dal-fone',,"From H1811; <i>dripping</i> ; <i>Dalphon</i>, a son of Haman: - Dalphon."
1814,H1814,&#1491;&#1468;&#1500;&#1511;,da&#770;laq,daw-lak',,"A primitive root; to <i>flame</i>  (literally or figuratively): - burning, chase, inflame, kindle, persecute (-or), pursue hotly."
1815,H1815,&#1491;&#1468;&#1500;&#1511;,delaq,del-ak',,(Chaldee); corresponding to H1814: - burn.
1816,H1816,&#1491;&#1468;&#1500;&#1468;&#1511;&#1514;,dalleqeth,dal-lek'-keth,,From H1814; a <i>burning</i>  fever: - inflammation.
1817,H1817,&#1491;&#1468;&#1500;&#1514;,deleth,deh'-leth,,"From H1802; something <i>swinging</i>, that is, the <i>valve</i>  of a door: - door (two-leaved), gate, leaf, lid. [In Psa_141:3, <i>dal</i>, irreg.]"
1818,H1818,&#1491;&#1468;&#1501;,da&#770;m,dawm,,"From H1826 (compare H119); <i>blood</i>  (as that which when shed causes <i>death</i>) of man or an animal; by analogy the <i>juice</i>  of the grape; figuratively (especially in the plural) <i>bloodshed</i>  (that is, <i>drops</i>  of blood): - blood (-y, -guiltiness, [-thirsty]), + innocent."
1819,H1819,&#1491;&#1468;&#1502;&#1492;,da&#770;ma&#770;h,daw-maw',,"A primitive root; to <i>compare</i> ; by implication to <i>resemble, liken, consider: - </i> compare, devise, (be) like (-n), mean, think, use similitudes."
1820,H1820,&#1491;&#1468;&#1502;&#1492;,da&#770;ma&#770;h,daw-maw',,"A primitive root; to <i>be dumb</i>  or <i>silent</i> ; hence to <i>fail</i>  or <i>perish</i> ; transitively to <i>destroy: - </i> cease, be cut down (off), destroy, be brought to silence, be undone, X utterly."
1821,H1821,&#1491;&#1468;&#1502;&#1492;,dema&#770;h,dem-aw',,(Chaldee); corresponding to H1819; to <i>resemble: - </i> be like.
1822,H1822,&#1491;&#1468;&#1502;&#1468;&#1492;,du&#770;mma&#770;h,doom-maw',,From H1820; <i>desolation</i> ; concretely <i>desolate: - </i> destroy.
1823,H1823,&#1491;&#1468;&#1502;&#1493;&#1468;&#1514;,demu&#770;th,dem-ooth',,"From H1819; <i>resemblance</i> ; concretely <i>model, shape</i> ; adverbially <i>like: - </i> fashion, like (-ness, as), manner, similitude."
1824,H1824,&#1491;&#1468;&#1502;&#1497; &#1491;&#1468;&#1502;&#1497;,dem&#305;&#770;y  do&#774;m&#305;&#770;y,"dem-ee', dom-ee'",,"From H1820; <i>quiet: - </i> cutting off, rest, silence."
1825,H1825,&#1491;&#1468;&#1502;&#1497;&#1493;&#1503;,dimyo&#770;n,dim-yone',,From H1819; <i>resemblance: - </i>  X like.
1826,H1826,&#1491;&#1468;&#1502;&#1501;,da&#770;mam,daw-mam',,"A primitive root (compare H1724, H1820); to <i>be dumb</i> ; by implication to be astonished, to <i>stop</i> ; also to <i>perish: - </i> cease, be cut down (off), forbear, hold peace, quiet self, rest, be silent, keep (put to) silence, be (stand), still, tarry, wait."
1827,H1827,&#1491;&#1468;&#1502;&#1502;&#1492;,dema&#770;ma&#770;h,dem-aw-maw',,"Feminine from H1826; <i>quiet: - </i> calm, silence, still."
1828,H1828,&#1491;&#1468;&#1502;&#1503;,do&#770;men,do'-men,,Of uncertain derivation; <i>manure: - </i> dung.
1829,H1829,&#1491;&#1468;&#1502;&#1504;&#1492;,dimna&#770;h,dim-naw',,"Feminine from the same as H1828; a <i>dung heap</i> ; <i>Dimnah</i>, a place in Palestine: - Dimnah."
1830,H1830,&#1491;&#1468;&#1502;&#1506;,da&#770;ma&#8219;,daw-mah',,"A primitive root; to <i>weep: - </i>  X sore, weep."
1831,H1831,&#1491;&#1468;&#1502;&#1506;,dema&#8219;,deh'-mah,,From H1830; a <i>tear</i> ; figuratively <i>juice: - </i> liquor.
1832,H1832,&#1491;&#1468;&#1502;&#1506;&#1492;,dim&#8219;a&#770;h,dim-aw',,Feminine of H1831; <i>weeping: - </i> tears.
1833,H1833,&#1491;&#1468;&#1502;&#1513;&#1473;&#1511;,demesheq,dem-eh'-shek,,By orthographical variation from H1834; <i>damask</i>  (as a fabric of Damascus): - in Damascus.
1834,H1834,&#1491;&#1468;&#1502;&#1468;&#1513;&#1474;&#1511;&#1491;&#1468;&#1493;&#1468;&#1502;&#1513;&#1474;&#1511; &#1491;&#1468;&#1512;&#1502;&#1513;&#1474;&#1511;o,dammes&#769;eq  du&#770;mes&#769;eq  darmes&#769;eq,"dam-meh'-sek, doo-meh'-sek, dar-meh'-sek",,"Of foreign origin; <i>Damascus</i>, a city of Syria: - Damascus."
1835,H1835,&#1491;&#1468;&#1503;,da&#770;n,dawn,,"From H1777; <i>judge</i> ; <i>Dan</i>, one of the sons of Jacob; also the tribe descended from him, and its territory; likewise a place in Palestine colonized by them: - Dan."
1836,H1836,&#1491;&#1468;&#1503;,de&#770;n,dane,,"(Chaldee); an orthographical variation of H1791; <i>this: - </i> [afore-] time, + after this manner, here [-after], one. .. another, such, there [-fore], these, this (matter), + thus, where [-fore], which."
1837,H1837,&#1491;&#1468;&#1504;&#1468;&#1492;,danna&#770;h,dan-naw',,"Of uncertain derivation; <i>Dannah</i>, a place in Palestine: - Dannah."
1838,H1838,&#1491;&#1468;&#1504;&#1492;&#1489;&#1492;,dinha&#770;ba&#770;h,din-haw-baw',,"Of uncertain derivation; <i>Dinhabah</i>, an Edomitish town: - Dinhaban."
1839,H1839,&#1491;&#1468;&#1504;&#1497;,da&#770;n&#305;&#770;y,daw-nee',,"Patronymic from H1835; a <i>Danite</i>  (often collectively) or descendant (or inhabitant) of Dan: - Danites, of Dan."
1840,H1840,&#1491;&#1504;&#1497;&#1468;&#1488;&#1500; &#1491;&#1468;&#1504;&#1488;&#1500;,da&#770;n&#305;&#770;ye&#770;'l  da&#770;ni'e&#770;l,"daw-nee-yale', daw-nee-ale'",,"From H1835 and H410; <i>judge of God</i> ; <i>Daniel</i>  or <i>Danijel</i>, the name of two Israelites: - Daniel."
1841,H1841,&#1491;&#1468;&#1504;&#1497;&#1468;&#1488;&#1500;,da&#770;n&#305;&#770;ye&#770;'l,daw-nee-yale',,"(Chaldee); corresponding to H1840; <i>Danijel</i>, the Hebrew prophet: - Daniel."
1842,H1842,&#1497;&#1506;&#1503; &#1491;&#1468;&#1503;,da&#770;n ya&#8219;an,dawn yah'-an,,"From H1835 and (apparently) H3282; <i>judge of purpose</i> ; <i>Dan Jaan</i>, a place in Palestine: - Dan-jaan."
1843,H1843,&#1491;&#1468;&#1506;,de&#770;a&#8219;,day'-ah,,"From H3045; <i>knowledge: - </i> knowledge, opinion."
1844,H1844,&#1491;&#1468;&#1506;&#1492;,de&#770;&#8219;a&#770;h,day-aw',,Feminine of H1843; <i>knowledge: - </i> knowledge.
1845,H1845,&#1491;&#1468;&#1506;&#1493;&#1468;&#1488;&#1500;,de&#8219;u&#770;'e&#770;l,deh-oo-ale',,"From H3045 and H410; <i>known of God</i> ; <i>Deuel</i>, an Israelite: - Deuel."
1846,H1846,&#1491;&#1468;&#1506;&#1498;,da&#770;&#8219;ak,daw-ak',,"A primitive root; to <i>be extinguished</i> ; figuratively to <i>expire</i>  or <i>be dried up: - </i> be extinct, consumed, put out, quenched."
1847,H1847,&#1491;&#1468;&#1506;&#1514;,da&#8219;ath,dah'-ath,,"From H3045; <i>knowledge: - </i> cunning, [ig-] norantly, know(-ledge), [un-] awares (wittingly)."
1848,H1848,&#1491;&#1468;&#1508;&#1497;,doph&#305;&#770;y,dof'-ee,,From an unused root (meaning to <i>push</i>  over); a <i>stumbling</i>  block: - slanderest.
1849,H1849,&#1491;&#1468;&#1508;&#1511;,da&#770;phaq,daw-fak',,"A primitive root; to <i>knock</i> ; by analogy to <i>press</i>  severely: - beat, knock, overdrive."
1850,H1850,&#1491;&#1468;&#1508;&#1511;&#1492;,dophqa&#770;h,dof-kaw',,"From H1849; a <i>knock</i> ; <i>Dophkah</i>, a place in the Desert: - Dophkah."
1851,H1851,&#1491;&#1468;&#1511;,daq,dak,,"From H1854; <i>crushed</i>, that is, (by implication) <i>small</i>  or <i>thin: - </i> dwarf, lean [-fleshed], very little thing, small, thin."
1852,H1852,&#1491;&#1468;&#1511;,do&#770;q,doke,,"From H1854; something <i>crumbling</i>, that is, <i>fine</i>  (as a <i>thin</i>  cloth): - curtain."
1853,H1853,&#1491;&#1468;&#1511;&#1500;&#1492;,diqla&#770;h,dik-law',,"Of foreign origin; <i>Diklah</i>, a region of Arabia: - Diklah."
1854,H1854,&#1491;&#1468;&#1511;&#1511;,da&#770;qaq,daw-kak',,"A primitive root (compare H1915); to <i>crush</i>  (or intransitively) <i>crumble: - </i> beat in pieces (small), bruise, make dust, (into) X powder, (be, very) small, stamp (small)."
1855,H1855,&#1491;&#1468;&#1511;&#1511;,deqaq,dek-ak',,(Chaldee); corresponding to H1854; to <i>crumble</i>  or (transitively) <i>crush: - </i> break to pieces.
1856,H1856,&#1491;&#1468;&#1511;&#1512;,da&#770;qar,daw-kar',,"A primitive root; to <i>stab</i> ; by analogy to <i>starve</i> ; figuratively to <i>revile: - </i> pierce, strike (thrust) through, wound."
1857,H1857,&#1491;&#1468;&#1511;&#1512;,deqer,deh'-ker,,"From H1856; a <i>stab</i> ; <i>Deker</i>, an Israelite: - Dekar."
1858,H1858,&#1491;&#1468;&#1512;,dar,dar,,"Apparently from the same as H1865; properly a <i>pearl</i>  (from its sheen as rapidly <i>turned</i>); by analogy <i>pearl stone</i>, that is, mother of pearl or alabaster: -  X white."
1859,H1859,&#1491;&#1468;&#1512;,da&#770;r,dawr,,(Chaldee); corresponding to H1755; an <i>age: - </i> generation.
1860,H1860,&#1491;&#1468;&#1512;&#1488;&#1493;&#1503; &#1491;&#1468;&#1512;&#1488;&#1493;&#1503;,dera&#770;'o&#770;n  de&#770;ra&#770;'o&#770;n,"der-aw-one', day-raw-one'",,"From an unused root (meaning to <i>repulse</i>); an object of <i>aversion: - </i> abhorring, contempt."
1861,H1861,&#1491;&#1468;&#1512;&#1489;&#1493;&#1503;,dorbo&#770;n,dor-bone',,Of uncertain derivation; a <i>goad: - </i> goad.
1862,H1862,&#1491;&#1468;&#1512;&#1491;&#1468;&#1506;,darda&#8219;,dar-dah',,"Apparently from H1858 and H1843; <i>pearl of knowledge</i> ; <i>Darda</i>, an Israelite: - Darda."
1863,H1863,&#1491;&#1468;&#1512;&#1491;&#1468;&#1512;,dardar,dar-dar',,Of uncertain derivation; a <i>thorn: - </i> thistle.
1864,H1864,&#1491;&#1468;&#1512;&#1493;&#1501;,da&#770;ro&#770;m,daw-rome',,"Of uncertain derivation; the <i>south</i> ; poet, the <i>south wind: - </i> south."
1865,H1865,&#1491;&#1468;&#1512;&#1493;&#1512;,dero&#770;r,der-ore',,"From an unused root (meaning to <i>move rapidly</i>); <i>freedom</i> ; hence <i>spontaneity</i>  of outflow, and so <i>clear: - </i> liberty, pure."
1866,H1866,&#1491;&#1468;&#1512;&#1493;&#1512;,dero&#770;r,der-ore',,"The same as H1865, applied to a bird; the <i>swift</i>, a kind of swallow: - swallow."
1867,H1867,&#1491;&#1468;&#1512;&#1497;&#1493;&#1513;&#1473;,da&#770;reya&#770;ve&#770;sh,daw-reh-yaw-vaysh',,"Of Persian origin; <i>Darejavesh</i>, a title (rather than name) of several Persian kings: - Darius."
1868,H1868,&#1491;&#1468;&#1512;&#1497;&#1493;&#1513;&#1473;,da&#770;reya&#770;ve&#770;sh,daw-reh-yaw-vaysh',,(Chaldee); corresponding to H1867: - Darius.
1869,H1869,&#1491;&#1468;&#1512;&#1498;,da&#770;rak,daw-rak',,"A primitive root; to <i>tread</i> ; by implication to <i>walk</i> ; also to <i>string</i>  a bow (by treading on it in bending): - archer, bend, come, draw, go (over), guide, lead (forth), thresh, tread (down), walk."
1870,H1870,&#1491;&#1468;&#1512;&#1498;,derek,deh'-rek,,"From H1869; a <i>road</i>  (as <i>trodden</i>); figuratively a <i>course</i>  of life or <i>mode</i>  of action, often adverbially: - along, away, because of, + by, conversation, custom, [east-] ward, journey, manner, passenger, through, toward, [high-] [path-] way [-side], whither [-soever]."
1871,H1871,&#1491;&#1468;&#1512;&#1499;&#1468;&#1502;&#1493;&#1503;,darkemo&#770;n,dar-kem-one',,"Of Persian origin; a ""<i>drachma</i> ""  or coin: - dram."
1872,H1872,&#1491;&#1468;&#1512;&#1506;,dera&#8219;,der-aw',,(Chaldee); corresponding to H2220; an <i>arm: - </i> arm.
1873,H1873,&#1491;&#1468;&#1512;&#1506;,da&#770;ra&#8219;,daw-rah',,"Probably contracted from H1862; <i>Dara</i>, an Israelite: - Dara."
1874,H1874,&#1491;&#1468;&#1512;&#1511;&#1493;&#1503;,darqo&#770;n,dar-kone',,"Of uncertain derivation; <i>Darkon</i>, one of Solomon's servants: - Darkon."
1875,H1875,&#1491;&#1468;&#1512;&#1513;&#1473;,da&#770;rash,daw-rash',,"A primitive root; properly to <i>tread</i>  or <i>frequent</i> ; usually to <i>follow</i>  (for pursuit or search); by implication to <i>seek</i>  or <i>ask</i> ; specifically to <i>worship: - </i> ask, X at all, care for, X diligently, inquire, make inquisition, [necro-] mancer, question, require, search, seek [for, out], X surely."
1876,H1876,&#1491;&#1468;&#1513;&#1473;&#1488;,da&#770;sha&#770;',daw-shaw',,"A primitive root; to <i>sprout: - </i> bring forth, spring."
1877,H1877,&#1491;&#1468;&#1513;&#1473;&#1488;,deshe',deh'-sheh,,"From H1876; a <i>sprout</i> ; by analogy <i>grass: - </i> (tender) grass, green, (tender) herb."
1878,H1878,&#1491;&#1468;&#1513;&#1473;&#1503;,da&#770;she&#770;n,daw-shane',,"A primitive root; to <i>be fat</i> ; transitively to <i>fatten</i>  (or regard as fat); specifically to <i>anoint</i> ; figuratively to <i>satisfy</i> ; denominatively (from H1880) to <i>remove</i>  (fat) <i>ashes</i>  (of sacrifices): - accept, anoint, take away the (receive) ashes (from), make (wax) fat."
1879,H1879,&#1491;&#1468;&#1513;&#1473;&#1503;,da&#770;she&#770;n,daw-shane',,"From H1878; <i>fat</i> ; figuratively <i>rich, fertile: - </i> fat."
1880,H1880,&#1491;&#1468;&#1513;&#1473;&#1503;,deshen,deh'-shen,,"From H1878; the <i>fat</i> ; abstractly <i>fatness</i>, that is, (figuratively) <i>abundance</i> ; specifically the (fatty) <i>ashes</i>  of sacrifices: - ashes, fatness."
1881,H1881,&#1491;&#1468;&#1514;,da&#770;th,dawth,,"Of uncertain (perhaps foreign) derivation; a royal <i>edict</i>  or statute: - commandment, commission, decree, law, manner."
1882,H1882,&#1491;&#1468;&#1514;,da&#770;th,dawth,,"(Chaldee); corresponding to H1881; decree, law."
1883,H1883,&#1491;&#1468;&#1514;&#1488;,dethe',deh'-thay,,(Chaldee); corresponding to H1877: - tender grass.
1884,H1884,&#1491;&#1468;&#1514;&#1489;&#1512;,detha&#770;ba&#770;r,deth-aw-bawr',,"(Chaldee); of Persian origin,; meaning one <i>skilled in law</i> ; a <i>judge: - </i> counsellor."
1885,H1885,&#1491;&#1468;&#1514;&#1503;,da&#770;tha&#770;n,daw-thawn',,"Of uncertain derivation; <i>Dathan</i>, an Israelite: - Dathan."
